image_id,prompt,category
sa_1549725,Two girls are sitting on a tiled floor at the front of a building while a young boy stands before them.,dci
sa_1549727,A large cylindrical building,dci
sa_1549730,This is a little girl wearing a white dress with designs on it. The dress comes down to her knees and it is sleeveless. her hair is brown and she is wearing a headband. she is wearing white loafers.,dci
sa_1549731,People are walking in the street. Some of the people are holding a blue sign in their hands.,dci
sa_1549732,A four story brown building on a dusty road. People and cars on the street.,dci
sa_1549733,A large group of people are standing together and holding up signs in a form of protest.,dci
sa_1549734,A wreath and an outfit are hanging on the side of a white wall. ,dci
sa_1549737,"It shows a night scene with a big building with a domed top on the left, people at the bottom, a building at the right and fireworks at the top right. ",dci
sa_1549738,this is a beach scene. there is sand and water and a few houses scattered around. there is vegetation and cars on the beach.,dci
sa_1549741,A subway track platform running through a large city. The train on the tracks passes by large high rise buildings. ,dci
sa_1549742,A close up of a screen the background is dark blue,dci
sa_1549743,"A metallic fountain that has a clock on top of it stands in the foreground. People, buildings, and balloons can be seen in the background. ",dci
sa_1549744,"A cloudy sky overlooks a town that's filled with people, buildings and stores. The flooring of the town has circular stone blocks that provide a walkway for the people in the area.",dci
sa_1549745,A village can be seen along the top of a hill in the background. The area around the village is densely covered by trees.  ,dci
sa_1549746,There are a few cars parked on the side of the street in front of a long building.,dci
sa_1549747,A man wearing a cardboard box with a sign on it,dci
sa_1549748,Three women scrubbing a wet St. There are trolleys full of people in the background.,dci
sa_1549749,A darker day in a neighborhood with white buildings,dci
sa_1549750,"A room with low, arched ceilings is illuminated by a light source behind a central column. A flat floors spans the room.",dci
sa_1549751,two statues of Anubis stand side by side at attention in front of the entrance to an ancient Egyptian structure. ,dci
sa_1549752,A picture of an area between white buildings. It looks like a small path/alleyway or path for people to walk down. ,dci
sa_1549754,Railroad tracks and a road with a trip of grass in-between the two. ,dci
sa_1549756,A shipping port and view of the ocean.,dci
sa_1549758,A view of the ocean in the background with water crashing near a shoreline. Two people are seen walking on a paved path that is fenced off. ,dci
sa_1549759,A wall with many full papers and torn papers on it. ,dci
sa_1549761,A bright day inside of a field with a lot of people and some animals there,dci
sa_1549762,An outdoor patio area is seen with a sheltered concrete and stone bar. ,dci
sa_1549764,a group of people are walking mostly towards the east in the desert under blue skies. on the right just on the horizon is a large sand cloud. ,dci
sa_1549768,Several vehicles converging around a group of people,dci
sa_1549772,There are dozens of boats in a marina near an area of land that rises up above the blue sea.  Houses and buildings are standing out from the trees on the land.,dci
sa_1549773,A person wearing a white outfit walking across a field toward a pile of rocks,dci
sa_1549774,Two soccer teams are standing on a grassy field located in a stadium. People can be seen in the stands in the background. ,dci
sa_1549775,A colorful display of pumpkins,dci
sa_1549777,"This is a gray older model four door car parked on the side of the road.  On the opposite side of the car, there is a fence where ivy is growing.",dci
sa_1549778,Fishing boats pulled up to a dock,dci
sa_1549779,"A stone wall that has imagery of people and animals along the top half, and letters from the Greek alphabet along the bottom half. ",dci
sa_1549783,A TR-1 Temp launcher parked on a ground with other two military vehicles in front of a red building during a sunny day.,dci
sa_1549785,People are sitting outside in wooden chairs with purple material on them.  They are sitting in a paved open are in front of a brick building.,dci
sa_1549786,A scene outdoors of people leaving and boarding a pink ferry on the bay water in Thailand. ,dci
sa_1549787,A man playing an electronic piano at a concert,dci
sa_1549788,There are open windows on the inside of a building.,dci
sa_1549790,Two men are riding on carts that are being pulled by bulls. A crowd of people on the left hand side of the image are watching the event unfold.  ,dci
sa_1549792,The view from the ground looking up to the roof over an outdoor stage.,dci
sa_1549793,A square surrounded by old brown and yellow European buildings. The building in the middle has a bell tower.  ,dci
sa_1549799,A fishing harbor can be seen. There are several boats seen in the water and many buildings visible in the background.,dci
sa_1549801,A bright blue day in the center of an outlet mall,dci
sa_1549802,A view inside a room with multiple people looking through organized boxes of paper books and novels. ,dci
